DBN,Demographic,Mean Scale Score
02M130,All Students,693
02M130,All Students,690
02M130,All Students,680
02M130,All Students,680
02M130,All Students,
02M130,All Students,
02M130,All Students,
02M130,All Students,
02M130,All Students,
02M130,All Students,678
02M130,All Students,681
02M131,All Students,648
02M131,All Students,647
02M131,All Students,645
02M131,All Students,660
02M131,All Students,651
02M131,All Students,642
02M131,All Students,651
02M131,All Students,644
02M131,All Students,640
02M131,All Students,653
02M131,All Students,652
02M131,All Students,654
02M131,All Students,648
02M131,All Students,649
02M131,All Students,652
02M131,All Students,641
02M131,All Students,631
02M131,All Students,648
02M131,All Students,644
02M131,All Students,637
02M131,All Students,644
02M131,All Students,
02M131,All Students,
02M131,All Students,
02M131,All Students,
02M131,All Students,
02M131,All Students,642
02M131,All Students,647
02M150,All Students,714
02M150,All Students,692
02M150,All Students,709
02M150,All Students,706
02M150,All Students,680
02M150,All Students,685
02M150,All Students,682
02M150,All Students,693
02M150,All Students,700
02M150,All Students,696
02M150,All Students,694
02M150,All Students,692
02M150,All Students,686
02M150,All Students,701
02M150,All Students,694
02M150,All Students,694
02M150,All Students,713
02M150,All Students,706
02M150,All Students,718
02M150,All Students,678
02M150,All Students,677
02M150,All Students,
02M150,All Students,
02M150,All Students,
02M150,All Students,
02M150,All Students,
02M150,All Students,683
02M150,All Students,687
02M158,All Students,683
02M158,All Students,691
02M158,All Students,703
02M158,All Students,698
02M158,All Students,709
02M158,All Students,679
02M158,All Students,674
02M158,All Students,689
02M158,All Students,684
02M158,All Students,682
02M158,All Students,692
02M158,All Students,694
02M158,All Students,701
02M158,All Students,698
02M158,All Students,693
02M158,All Students,690
02M158,All Students,674
02M158,All Students,694
02M158,All Students,708
02M158,All Students,684
02M158,All Students,686
02M158,All Students,
02M158,All Students,
02M158,All Students,
02M158,All Students,
02M158,All Students,
02M158,All Students,687
02M158,All Students,686
02M167,All Students,666
02M167,All Students,664
02M167,All Students,666
02M167,All Students,672
02M167,All Students,664
02M167,All Students,666
02M167,All Students,667
02M167,All Students,664
02M167,All Students,669
02M167,All Students,672
02M167,All Students,674
02M167,All Students,676
02M167,All Students,669
02M167,All Students,670
02M167,All Students,661
02M167,All Students,667
02M167,All Students,668
02M167,All Students,665
02M167,All Students,661
02M167,All Students,661
02M167,All Students,664
02M167,All Students,
02M167,All Students,
02M167,All Students,
02M167,All Students,
02M167,All Students,
02M167,All Students,665
02M167,All Students,667
02M183,All Students,680
02M183,All Students,678
02M183,All Students,681
02M183,All Students,677
02M183,All Students,676
02M183,All Students,674
02M183,All Students,676
02M183,All Students,670
02M183,All Students,672
02M183,All Students,687
02M183,All Students,680
02M183,All Students,682
02M183,All Students,687
02M183,All Students,697
02M183,All Students,683
02M183,All Students,683
02M183,All Students,676
02M183,All Students,692
02M183,All Students,685
02M183,All Students,678
02M183,All Students,682
02M183,All Students,
02M183,All Students,
02M183,All Students,
02M183,All Students,
02M183,All Students,
02M183,All Students,679
02M183,All Students,685
02M198,All Students,657
02M198,All Students,665
02M198,All Students,655
02M198,All Students,662
02M198,All Students,663
02M198,All Students,662
02M198,All Students,664
02M198,All Students,653
02M198,All Students,658
02M198,All Students,661
02M198,All Students,659
02M198,All Students,667
02M198,All Students,666
02M198,All Students,665
02M198,All Students,647
02M198,All Students,661
02M198,All Students,662
02M198,All Students,673
02M198,All Students,664
02M198,All Students,667
02M198,All Students,667
02M198,All Students,
02M198,All Students,
02M198,All Students,
02M198,All Students,
02M198,All Students,
02M198,All Students,664
02M198,All Students,665
02M212,All Students,686
02M212,All Students,673
02M212,All Students,689
02M212,All Students,684
02M212,All Students,683
02M212,All Students,681
02M212,All Students,682
02M212,All Students,660
02M212,All Students,676
02M212,All Students,675
02M212,All Students,690
02M212,All Students,676
02M212,All Students,686
02M212,All Students,697
02M212,All Students,690
02M212,All Students,671
02M212,All Students,687
02M212,All Students,687
02M212,All Students,689
02M212,All Students,675
02M212,All Students,678
02M212,All Students,
02M212,All Students,
02M212,All Students,
02M212,All Students,
02M212,All Students,
02M212,All Students,680
02M212,All Students,686
02M217,All Students,656
02M217,All Students,673
02M217,All Students,663
02M217,All Students,667
02M217,All Students,674
02M217,All Students,666
02M217,All Students,665
02M217,All Students,660
02M217,All Students,655
02M217,All Students,665
02M217,All Students,669
02M217,All Students,673
02M217,All Students,678
02M217,All Students,670
02M217,All Students,665
02M217,All Students,654
02M217,All Students,672
02M217,All Students,681
02M217,All Students,672
02M217,All Students,672
02M217,All Students,672
02M217,All Students,649
02M217,All Students,644
02M217,All Students,647
02M217,All Students,664
02M217,All Students,655
02M217,All Students,655
02M217,All Students,659
02M217,All Students,639
02M217,All Students,661
02M217,All Students,653
02M217,All Students,654
02M217,All Students,665
02M217,All Students,657
02M217,All Students,657
02M217,All Students,641
02M217,All Students,642
02M217,All Students,650
02M217,All Students,659
02M217,All Students,644
02M217,All Students,659
02M217,All Students,655
02M217,All Students,
02M217,All Students,
02M217,All Students,
02M217,All Students,
02M217,All Students,
02M217,All Students,666
02M217,All Students,664
02M225,All Students,654
02M225,All Students,659
02M225,All Students,660
02M225,All Students,651
02M225,All Students,661
02M225,All Students,667
02M225,All Students,671
02M225,All Students,648
02M225,All Students,644
02M225,All Students,657
02M225,All Students,655
02M225,All Students,662
02M225,All Students,675
02M225,All Students,679
02M225,All Students,652
02M225,All Students,655
02M225,All Students,659
02M225,All Students,670
02M225,All Students,671
02M225,All Students,664
02M225,All Students,667
02M225,All Students,658
02M225,All Students,658
02M225,All Students,645
02M225,All Students,659
02M225,All Students,666
02M225,All Students,665
02M225,All Students,665
02M225,All Students,637
02M225,All Students,665
02M225,All Students,669
02M225,All Students,660
02M225,All Students,674
02M225,All Students,666
02M225,All Students,665
02M225,All Students,647
02M225,All Students,655
02M225,All Students,657
02M225,All Students,666
02M225,All Students,655
02M225,All Students,655
02M225,All Students,665
02M225,All Students,
02M225,All Students,
02M225,All Students,
02M225,All Students,
02M225,All Students,
02M225,All Students,667
02M225,All Students,669
02M234,All Students,699
02M234,All Students,704
02M234,All Students,699
02M234,All Students,697
02M234,All Students,688
02M234,All Students,680
02M234,All Students,674
02M234,All Students,681
02M234,All Students,689
02M234,All Students,694
02M234,All Students,702
02M234,All Students,685
02M234,All Students,693
02M234,All Students,694
02M234,All Students,694
02M234,All Students,688
02M234,All Students,688
02M234,All Students,701
02M234,All Students,711
02M234,All Students,681
02M234,All Students,682
02M234,All Students,
02M234,All Students,
02M234,All Students,
02M234,All Students,
02M234,All Students,
02M234,All Students,684
02M234,All Students,683
02M255,All Students,691
02M255,All Students,679
02M255,All Students,681
02M255,All Students,708
02M255,All Students,688
02M255,All Students,684
02M255,All Students,681
02M255,All Students,678
02M255,All Students,690
02M255,All Students,694
02M255,All Students,690
02M255,All Students,701
02M255,All Students,688
02M255,All Students,689
02M255,All Students,671
02M255,All Students,675
02M255,All Students,687
02M255,All Students,681
02M255,All Students,679
02M255,All Students,678
02M255,All Students,679
02M255,All Students,
02M255,All Students,
02M255,All Students,
02M255,All Students,
02M255,All Students,
02M255,All Students,683
02M255,All Students,683
02M260,All Students,671
02M260,All Students,683
02M260,All Students,678
02M260,All Students,682
02M260,All Students,667
02M260,All Students,670
02M260,All Students,667
02M260,All Students,671
02M260,All Students,680
02M260,All Students,688
02M260,All Students,677
02M260,All Students,678
02M260,All Students,674
02M260,All Students,676
02M260,All Students,666
02M260,All Students,667
02M260,All Students,676
02M260,All Students,688
02M260,All Students,677
02M260,All Students,663
02M260,All Students,671
02M260,All Students,
02M260,All Students,
02M260,All Students,
02M260,All Students,
02M260,All Students,
02M260,All Students,669
02M260,All Students,671
02M276,All Students,678
02M276,All Students,675
02M276,All Students,669
02M276,All Students,676
02M276,All Students,675
02M276,All Students,673
02M289,All Students,676
02M289,All Students,674
02M289,All Students,668
02M289,All Students,684
02M289,All Students,675
02M289,All Students,668
02M289,All Students,672
02M289,All Students,673
02M289,All Students,674
02M289,All Students,689
02M289,All Students,677
02M289,All Students,688
02M289,All Students,678
02M289,All Students,672
02M289,All Students,691
02M289,All Students,670
02M289,All Students,681
02M289,All Students,679
02M289,All Students,667
02M289,All Students,668
02M289,All Students,671
02M289,All Students,
02M289,All Students,
02M289,All Students,
02M289,All Students,
02M289,All Students,
02M289,All Students,672
02M289,All Students,672
02M290,All Students,706
02M290,All Students,686
02M290,All Students,693
02M290,All Students,687
02M290,All Students,689
02M290,All Students,678
02M290,All Students,676
02M290,All Students,686
02M290,All Students,690
02M290,All Students,690
02M290,All Students,689
02M290,All Students,693
02M290,All Students,699
02M290,All Students,705
02M290,All Students,683
02M290,All Students,696
02M290,All Students,698
02M290,All Students,693
02M290,All Students,697
02M290,All Students,684
02M290,All Students,683
02M290,All Students,s
02M290,All Students,
02M290,All Students,
02M290,All Students,
02M290,All Students,
02M290,All Students,
02M290,All Students,686
02M290,All Students,687
02M312,All Students,691
02M312,All Students,697
02M312,All Students,686
02M312,All Students,699
02M312,All Students,681
02M312,All Students,682
02M312,All Students,678
02M312,All Students,692
02M312,All Students,693
02M312,All Students,692
02M312,All Students,687
02M312,All Students,702
02M312,All Students,684
02M312,All Students,683
02M312,All Students,701
02M312,All Students,702
02M312,All Students,698
02M312,All Students,692
02M312,All Students,680
02M312,All Students,676
02M312,All Students,675
02M312,All Students,
02M312,All Students,
02M312,All Students,
02M312,All Students,
02M312,All Students,
02M312,All Students,681
02M312,All Students,679
02M347,All Students,616
02M347,All Students,621
02M347,All Students,641
02M347,All Students,647
02M347,All Students,652
02M347,All Students,s
02M347,All Students,s
02M347,All Students,613
02M347,All Students,642
02M347,All Students,613
02M347,All Students,659
02M347,All Students,661
02M347,All Students,670
02M347,All Students,656
02M347,All Students,604
02M347,All Students,645
02M347,All Students,666
02M347,All Students,659
02M347,All Students,668
02M347,All Students,666
02M347,All Students,667
02M347,All Students,636
02M347,All Students,s
02M347,All Students,650
02M347,All Students,662
02M347,All Students,659
02M347,All Students,s
02M347,All Students,659
02M347,All Students,653
02M347,All Students,660
02M347,All Students,639
02M347,All Students,656
02M347,All Students,651
02M347,All Students,
02M347,All Students,
02M347,All Students,
02M347,All Students,
02M347,All Students,
02M347,All Students,659
02M347,All Students,657
02M407,All Students,663
02M407,All Students,671
02M407,All Students,673
02M407,All Students,684
02M407,All Students,670
02M407,All Students,674
